group_id,state,group_type,num_members,group_age_months,avg_member_age,literacy_rate_pct,avg_monthly_saving_per_member,total_savings_balance,savings_regularity_pct,meeting_attendance_pct,bank_linkage_duration_months,sb_account_active,num_previous_loans,previous_loan_repayment_ontime_pct,num_defaulters_in_group,current_outstanding_loan_amount,purpose_of_loan,requested_loan_amount,group_cohesion_score,internal_lending_active,eligible_for_loan
SHG21053,Karnataka,Women SHG,15,7,32.2,47.1,73.92,604.29,62.2,71.8,4,No,1,77.5,0,8184.25,Small Business,25600.0,8.2,Yes,1
SHG21054,Maharashtra,Women SHG,9,25,32.3,47.5,59.54,711.34,47.9,79.1,19,Yes,3,86.8,0,28094.36,Agriculture,32700.0,5.6,Yes,1
SHG21055,Tamil Nadu,Women SHG,16,14,34.9,59.7,220.02,4019.93,90.8,98.7,11,Yes,0,,0,0.0,Small Business,40000.0,6.9,Yes,1
SHG21056,Andhra Pradesh,Women SHG,13,31,48.4,80.7,143.43,3234.05,58.4,75.9,20,Yes,1,89.0,0,12588.94,Agriculture,16900.0,5.0,Yes,1
SHG21057,Telangana,Women SHG,8,12,39.5,86.8,200.04,1191.64,90.6,93.1,11,Yes,0,,0,0.0,Agriculture,32400.0,6.4,Yes,1
SHG21058,Uttar Pradesh,Women SHG,13,24,45.3,45.6,107.91,2317.19,79.0,81.6,22,No,1,88.7,0,22499.04,Emergency/Consumption,23700.0,6.5,Yes,1
SHG21059,Tamil Nadu,Women SHG,8,33,52.3,68.4,34.65,480.15,73.2,67.2,31,Yes,2,73.3,0,14676.98,Education,48400.0,7.6,No,1
SHG21060,Uttar Pradesh,Farmer Producer Group,8,15,49.6,78.2,243.37,1677.92,51.3,97.8,10,Yes,1,71.5,0,25903.49,Agriculture,24600.0,6.3,No,1
SHG21061,Kerala,Mixed SHG,14,66,48.2,69.3,42.16,3003.58,95.2,83.5,57,Yes,2,97.9,0,23985.44,Agriculture,60300.0,6.4,Yes,1
SHG21062,Tamil Nadu,Mixed SHG,17,34,43.6,26.8,217.4,9608.94,95.2,86.4,29,Yes,2,87.3,0,12220.75,Agriculture,20300.0,8.2,No,0
SHG21063,West Bengal,Mixed SHG,14,9,32.3,58.1,136.91,1215.84,81.9,83.2,6,Yes,2,80.6,0,10097.64,Livestock,31100.0,8.5,Yes,1
SHG21064,Karnataka,Farmer Producer Group,14,15,28.4,56.1,20.0,251.83,58.8,53.7,11,Yes,0,,0,0.0,Small Business,9500.0,7.8,Yes,1
SHG21065,Maharashtra,Women SHG,11,34,43.2,48.3,43.36,1114.75,67.1,91.6,32,Yes,3,93.9,0,26702.87,Livestock,21100.0,7.8,No,0
SHG21066,West Bengal,Mixed SHG,12,48,33.5,61.9,150.0,4632.32,47.8,53.1,45,Yes,2,82.9,0,14883.39,Emergency/Consumption,51300.0,6.9,No,1
SHG21067,Odisha,Women SHG,15,11,41.4,76.4,51.02,633.16,37.3,73.9,8,Yes,1,80.5,1,12182.51,Agriculture,28800.0,5.8,No,0
SHG21068,Odisha,Women SHG,11,42,30.6,47.2,179.35,6044.39,67.0,76.9,35,No,1,55.0,1,32163.15,Agriculture,56100.0,9.2,Yes,1
SHG21069,Odisha,Women SHG,8,11,38.4,85.0,173.5,1187.31,52.4,87.2,7,Yes,0,,0,0.0,Small Business,34100.0,8.2,No,1
SHG21070,Tamil Nadu,Women SHG,11,42,47.2,79.3,200.55,6428.65,76.8,63.7,39,Yes,1,81.7,0,47771.64,Emergency/Consumption,20200.0,6.6,No,1
SHG21071,Uttar Pradesh,Women SHG,13,41,35.1,68.4,128.96,5721.72,50.9,69.8,38,Yes,1,50.8,1,8041.58,Agriculture,42200.0,6.7,Yes,0
SHG21072,Kerala,Farmer Producer Group,16,35,45.2,39.9,142.62,5333.54,55.9,92.7,32,Yes,3,46.2,0,43534.12,Agriculture,52600.0,7.7,No,1
SHG21073,Bihar,Women SHG,11,28,42.2,53.6,105.22,1633.02,69.7,86.6,21,Yes,1,78.9,1,13633.3,Home Improvement,21500.0,6.3,Yes,1
SHG21074,Maharashtra,Women SHG,11,37,43.1,20.7,35.57,770.62,56.3,75.1,25,Yes,1,64.8,1,13312.74,Agriculture,5000.0,8.5,Yes,0
SHG21075,Tamil Nadu,Farmer Producer Group,13,24,47.2,74.5,41.49,810.73,80.2,83.7,16,Yes,2,50.9,0,5807.04,Livestock,18800.0,6.0,Yes,1
SHG21076,Uttar Pradesh,Women SHG,17,31,40.6,42.8,159.98,6156.48,47.1,83.1,23,Yes,0,,0,0.0,Agriculture,6000.0,10.0,Yes,1
SHG21077,Karnataka,Women SHG,8,28,37.1,71.4,57.43,979.74,86.5,40.8,20,Yes,1,98.9,0,21246.44,Education,25200.0,5.9,Yes,1
SHG21078,West Bengal,Farmer Producer Group,13,31,34.3,71.3,215.36,5098.66,48.9,80.0,29,Yes,4,43.1,0,5113.39,Livestock,40700.0,6.3,No,1
SHG21079,Maharashtra,Farmer Producer Group,18,23,20.0,74.2,20.0,462.96,85.4,63.4,13,Yes,1,91.6,3,13329.1,Small Business,28700.0,6.2,No,1
SHG21080,Kerala,Mixed SHG,15,69,39.3,49.7,127.47,10119.57,64.9,50.5,44,Yes,2,51.1,0,18311.18,Education,23500.0,8.1,No,1
SHG21081,West Bengal,Farmer Producer Group,12,23,31.8,79.6,21.81,318.75,76.5,81.3,12,Yes,2,73.0,0,17866.11,Agriculture,31300.0,5.6,Yes,1
SHG21082,Bihar,Women SHG,14,39,51.7,56.4,20.2,707.68,70.8,87.6,31,Yes,2,69.9,1,24661.9,Agriculture,51900.0,5.1,No,1
SHG21083,Maharashtra,Women SHG,14,14,50.2,77.1,98.42,1205.64,45.5,92.1,8,Yes,0,,0,0.0,Agriculture,48000.0,8.9,No,0
SHG21084,Andhra Pradesh,Women SHG,12,45,33.8,40.2,302.32,8628.14,80.2,75.7,37,Yes,0,,0,0.0,Livestock,22500.0,6.0,No,1
SHG21085,Uttar Pradesh,Women SHG,10,18,39.2,48.1,185.09,1872.52,61.4,93.5,12,Yes,1,48.0,0,27936.01,Emergency/Consumption,44600.0,6.3,Yes,1
SHG21086,Andhra Pradesh,Women SHG,10,29,34.3,56.8,83.98,1350.47,80.7,54.5,22,Yes,4,89.9,0,34315.48,Livestock,42200.0,6.4,No,0
SHG21087,Telangana,Women SHG,9,14,31.6,29.2,125.27,865.72,38.1,86.7,9,Yes,3,21.7,1,24820.29,Livestock,23500.0,6.0,Yes,0
SHG21088,Odisha,Women SHG,12,16,40.7,43.4,93.64,1336.34,94.8,76.2,13,Yes,2,81.6,0,18532.61,Livestock,21800.0,6.3,Yes,1
SHG21089,Bihar,Women SHG,8,15,25.0,60.2,56.56,514.17,61.7,78.4,9,No,2,81.2,0,6892.9,Agriculture,28900.0,6.2,Yes,0
SHG21090,Tamil Nadu,Mixed SHG,12,51,47.6,87.3,141.01,5333.21,83.2,75.5,46,No,2,83.0,0,17683.73,Small Business,23000.0,8.0,No,1
SHG21091,Maharashtra,Women SHG,15,30,39.9,57.9,29.21,779.09,56.0,83.6,27,Yes,1,79.9,0,24322.32,Agriculture,13100.0,8.4,Yes,1
SHG21092,Telangana,Women SHG,8,12,36.3,73.2,28.19,221.39,60.2,77.6,8,Yes,2,98.0,0,11590.02,Education,39200.0,7.8,No,1
SHG21093,Bihar,Women SHG,17,58,40.5,26.2,232.19,15851.96,89.8,60.8,49,Yes,5,86.8,1,27443.19,Small Business,66000.0,3.7,Yes,1
SHG21094,Bihar,Women SHG,12,37,25.8,53.4,102.39,3591.61,68.8,78.2,28,Yes,1,47.4,0,23232.56,Agriculture,49200.0,6.9,No,1
SHG21095,Tamil Nadu,Women SHG,10,11,31.5,44.1,22.5,200.95,88.8,84.6,9,Yes,1,77.5,0,23140.91,Small Business,29500.0,7.5,No,1
SHG21096,Telangana,Women SHG,18,8,39.9,90.9,86.21,1017.27,64.6,48.8,6,Yes,3,82.5,0,10829.14,Emergency/Consumption,37600.0,10.0,Yes,0
SHG21097,Uttar Pradesh,Farmer Producer Group,14,26,47.8,60.0,69.6,1267.31,44.6,88.2,20,Yes,1,70.2,0,6100.79,Home Improvement,24700.0,9.7,Yes,1
SHG21098,Kerala,Women SHG,12,24,34.5,63.1,99.62,2109.55,82.8,91.7,22,Yes,1,89.9,1,12625.61,Agriculture,12600.0,7.1,No,1
SHG21099,Tamil Nadu,Mixed SHG,18,13,24.6,78.4,145.26,2244.15,48.3,92.0,8,Yes,3,56.1,0,2725.92,Agriculture,20400.0,6.6,Yes,1
SHG21100,Karnataka,Women SHG,8,23,37.6,43.4,127.87,1388.74,77.9,88.8,13,Yes,4,72.0,1,16368.14,Livestock,12900.0,7.2,Yes,1
SHG21101,Maharashtra,Farmer Producer Group,12,41,34.9,66.3,54.15,1659.9,85.5,91.6,31,Yes,2,51.9,0,4400.89,Home Improvement,14300.0,7.7,Yes,1
SHG21102,Kerala,Mixed SHG,18,3,29.4,55.5,124.03,458.26,73.1,67.6,2,Yes,0,,0,0.0,Agriculture,44100.0,5.0,Yes,0
SHG21103,Tamil Nadu,Women SHG,19,10,45.5,54.4,137.57,1738.22,50.2,85.3,9,No,1,69.6,0,30080.32,Agriculture,25400.0,5.8,Yes,0
SHG21104,Karnataka,Women SHG,11,44,45.1,67.1,26.26,760.12,92.5,99.3,37,Yes,0,,0,0.0,Small Business,11200.0,5.9,No,1
SHG21105,West Bengal,Women SHG,14,33,43.0,53.0,91.63,3469.75,92.8,88.0,19,Yes,1,60.1,1,14439.32,Small Business,46800.0,7.2,Yes,1
SHG21106,Telangana,Women SHG,15,18,20.0,90.2,190.22,3176.95,83.3,86.9,15,Yes,1,35.9,0,2760.32,Livestock,5400.0,6.1,Yes,0
SHG21107,West Bengal,Farmer Producer Group,11,38,20.0,90.7,56.76,1198.63,80.9,58.2,33,No,2,62.7,0,8602.69,Emergency/Consumption,38700.0,8.0,No,0
SHG21108,Karnataka,Farmer Producer Group,15,12,33.7,70.2,24.27,239.09,46.5,86.0,7,Yes,0,,0,0.0,Agriculture,39700.0,8.2,No,0
SHG21109,Tamil Nadu,Mixed SHG,15,45,27.5,76.3,28.37,1277.64,62.5,76.1,33,Yes,1,72.9,0,35069.73,Emergency/Consumption,37300.0,7.1,Yes,1
SHG21110,Karnataka,Farmer Producer Group,15,7,35.9,62.6,138.77,1188.46,92.9,87.0,4,Yes,1,66.7,0,16932.43,Small Business,89600.0,7.1,Yes,1
SHG21111,West Bengal,Women SHG,16,49,29.8,53.9,71.93,3855.12,88.4,87.2,43,Yes,0,,0,0.0,Education,29600.0,6.5,No,0
SHG21112,Tamil Nadu,Women SHG,12,60,23.3,57.2,102.15,4684.28,82.9,81.3,53,Yes,3,42.2,0,31109.91,Agriculture,12600.0,7.6,Yes,1
SHG21113,Andhra Pradesh,Women SHG,10,18,30.3,86.7,146.86,1974.55,95.7,55.5,17,Yes,2,49.3,0,10351.19,Small Business,48700.0,8.7,Yes,1
SHG21114,Bihar,Farmer Producer Group,15,45,31.6,67.2,112.7,5566.68,79.5,92.1,40,Yes,0,,0,0.0,Agriculture,22500.0,7.3,Yes,1
SHG21115,Uttar Pradesh,Women SHG,18,9,27.8,33.1,60.56,602.01,94.2,77.0,5,Yes,1,81.7,1,37248.54,Home Improvement,15300.0,8.8,Yes,1
SHG21116,Andhra Pradesh,Women SHG,14,8,28.7,44.5,52.05,346.44,64.2,91.9,4,Yes,2,76.0,1,21925.96,Education,10500.0,7.2,Yes,0
SHG21117,Kerala,Women SHG,15,29,37.9,46.9,107.46,3064.12,62.3,85.6,23,Yes,1,70.4,0,12558.4,Education,53200.0,6.4,No,1
SHG21118,Maharashtra,Mixed SHG,11,25,43.1,56.4,143.46,2885.62,46.7,81.2,15,Yes,1,89.6,0,3523.06,Agriculture,51300.0,9.2,No,0
SHG21119,Uttar Pradesh,Women SHG,14,3,36.2,39.4,143.83,302.99,95.5,88.5,2,Yes,0,,0,0.0,Education,118400.0,7.0,Yes,0
SHG21120,Telangana,Women SHG,15,33,35.7,63.9,214.19,5636.99,70.9,78.9,20,Yes,3,82.7,2,24481.14,Small Business,36100.0,6.1,Yes,1
SHG21121,Telangana,Women SHG,10,19,48.3,40.0,99.31,1101.63,68.8,84.6,16,Yes,0,,0,0.0,Small Business,61900.0,9.4,Yes,1
SHG21122,Tamil Nadu,Women SHG,12,10,42.5,65.9,162.12,1208.89,70.3,80.0,5,Yes,2,74.6,0,8993.1,Small Business,22500.0,4.8,Yes,1
SHG21123,Karnataka,Women SHG,14,50,22.8,82.4,187.3,6732.28,80.5,77.1,30,Yes,0,,0,0.0,Livestock,26000.0,8.7,Yes,1
SHG21124,Odisha,Women SHG,14,9,31.6,75.7,408.42,2663.01,77.1,78.3,8,Yes,0,,0,0.0,Education,44700.0,5.7,No,1
SHG21125,Karnataka,Women SHG,13,33,38.2,32.9,125.52,4375.6,72.3,65.1,21,Yes,2,80.3,1,25333.52,Livestock,74600.0,5.3,Yes,1
SHG21126,Kerala,Women SHG,12,50,34.7,98.2,30.38,1275.32,64.4,44.6,37,Yes,1,51.4,1,11649.85,Livestock,23900.0,7.4,Yes,0
SHG21127,Maharashtra,Women SHG,11,23,49.1,59.0,208.23,4287.44,47.2,52.9,19,Yes,0,,0,0.0,Small Business,16600.0,6.1,No,1
SHG21128,West Bengal,Mixed SHG,11,37,32.0,43.1,48.4,1608.17,62.3,71.5,27,Yes,0,,0,0.0,Emergency/Consumption,23600.0,8.0,Yes,1
SHG21129,Kerala,Farmer Producer Group,16,48,33.7,81.7,214.14,12431.33,56.3,76.5,30,Yes,2,72.7,0,54696.62,Livestock,27900.0,7.0,Yes,1
SHG21130,Bihar,Women SHG,16,39,47.7,74.5,89.11,4073.61,82.8,91.1,29,Yes,2,72.7,0,18811.43,Home Improvement,9500.0,8.7,Yes,1
SHG21131,Tamil Nadu,Women SHG,13,50,39.8,56.5,85.07,4247.09,81.0,40.4,31,Yes,2,79.4,0,20487.88,Agriculture,21200.0,8.4,No,1
SHG21132,Andhra Pradesh,Mixed SHG,17,25,38.9,70.2,80.63,2329.71,52.9,44.6,15,Yes,3,74.5,0,5556.39,Agriculture,85100.0,6.4,No,0
SHG21133,Odisha,Women SHG,11,5,48.4,43.9,88.63,401.3,50.3,60.7,4,Yes,0,,0,0.0,Home Improvement,21200.0,10.0,Yes,0
SHG21134,Andhra Pradesh,Women SHG,13,22,34.3,53.5,20.0,447.54,66.9,60.7,18,Yes,1,66.8,0,48808.94,Small Business,43600.0,5.6,Yes,1
SHG21135,Karnataka,Women SHG,13,43,38.7,76.1,280.81,11396.36,70.7,83.7,36,Yes,1,81.3,0,1098.01,Livestock,22200.0,4.5,Yes,1
SHG21136,Karnataka,Women SHG,12,12,39.1,36.3,122.85,1335.81,73.3,90.8,8,Yes,3,81.9,1,9250.42,Agriculture,44200.0,5.6,Yes,1
SHG21137,Maharashtra,Women SHG,13,47,34.9,61.5,45.4,2142.61,88.2,73.4,30,Yes,0,,0,0.0,Small Business,34700.0,10.0,No,0
SHG21138,Telangana,Women SHG,10,27,32.7,55.4,56.89,1170.48,83.2,52.6,24,Yes,4,59.9,1,6403.8,Small Business,47200.0,7.0,Yes,1
SHG21139,Tamil Nadu,Women SHG,13,29,39.3,79.1,241.33,5555.85,61.4,66.7,20,Yes,1,88.4,0,18370.1,Small Business,54700.0,9.5,Yes,1
SHG21140,West Bengal,Women SHG,13,59,36.0,98.5,143.4,8748.15,69.7,91.4,44,Yes,1,81.9,0,36685.81,Education,40500.0,8.7,Yes,1
SHG21141,West Bengal,Women SHG,8,37,29.2,49.8,135.79,2373.06,71.9,80.6,20,Yes,4,89.8,1,29106.56,Agriculture,16700.0,5.1,No,1
SHG21142,Tamil Nadu,Women SHG,17,18,33.9,59.2,20.0,415.0,80.9,91.6,13,Yes,1,66.4,0,9713.02,Small Business,9800.0,8.3,Yes,0
SHG21143,Bihar,Women SHG,8,12,25.9,48.5,105.54,767.81,67.7,82.5,11,No,1,85.9,0,659.8,Small Business,54000.0,10.0,Yes,1
SHG21144,Odisha,Women SHG,11,3,28.9,81.7,59.03,107.47,46.9,67.2,2,Yes,0,,0,0.0,Education,46300.0,8.9,Yes,0
SHG21145,Andhra Pradesh,Women SHG,17,23,37.0,63.8,84.31,2061.99,89.7,78.4,18,Yes,0,,0,0.0,Agriculture,38400.0,5.9,Yes,0
SHG21146,Maharashtra,Women SHG,8,7,24.8,52.3,88.55,325.26,75.7,67.9,6,Yes,0,,0,0.0,Emergency/Consumption,46900.0,5.2,Yes,1
SHG21147,Karnataka,Women SHG,12,79,41.9,100.0,103.46,6733.49,54.2,58.5,40,Yes,0,,0,0.0,Livestock,17600.0,8.4,Yes,0
SHG21148,West Bengal,Women SHG,11,13,49.9,53.9,73.97,581.59,61.3,74.0,10,Yes,0,,0,0.0,Agriculture,62800.0,6.2,No,0
SHG21149,Telangana,Women SHG,12,21,35.2,58.4,97.09,1573.32,56.5,87.3,15,Yes,2,73.3,0,20949.9,Small Business,53000.0,6.1,Yes,1
SHG21150,Bihar,Mixed SHG,15,27,38.1,40.9,92.89,2821.24,80.3,34.6,17,Yes,1,80.1,0,1305.7,Livestock,9400.0,8.8,Yes,1
SHG21151,Uttar Pradesh,Women SHG,18,29,47.6,65.3,116.98,4792.07,51.2,73.8,25,Yes,2,75.6,0,18131.28,Emergency/Consumption,33700.0,7.2,Yes,0
SHG21152,Kerala,Women SHG,11,12,26.1,79.9,55.79,547.74,85.8,89.8,7,Yes,1,86.4,1,12287.63,Agriculture,23800.0,9.5,No,0
SHG21153,Andhra Pradesh,Women SHG,12,7,37.8,59.3,88.11,492.41,34.0,97.0,5,Yes,1,98.7,1,253.37,Small Business,36200.0,5.8,No,1
SHG21154,Karnataka,Women SHG,15,4,30.8,56.8,191.62,922.56,52.7,74.6,2,Yes,0,,0,0.0,Agriculture,42600.0,5.2,No,0
SHG21155,Bihar,Mixed SHG,20,20,34.2,43.4,285.52,7445.52,69.2,71.5,13,Yes,1,63.5,1,4161.03,Agriculture,25800.0,7.7,Yes,1
SHG21156,Bihar,Women SHG,13,24,41.6,32.4,80.66,1758.36,75.1,65.6,13,No,0,,0,0.0,Livestock,89500.0,7.3,Yes,1
SHG21157,Odisha,Women SHG,13,31,29.0,36.4,251.44,6295.06,69.8,65.6,26,Yes,1,76.0,0,17050.82,Agriculture,16600.0,6.5,Yes,1
SHG21158,Odisha,Women SHG,11,31,36.2,48.5,77.34,1354.32,87.8,94.3,20,Yes,3,50.4,0,15554.78,Emergency/Consumption,54300.0,8.3,Yes,1
SHG21159,Kerala,Women SHG,16,55,27.4,38.8,190.1,12700.59,66.4,70.0,52,Yes,0,,0,0.0,Small Business,11200.0,3.8,Yes,1
SHG21160,Bihar,Women SHG,15,12,55.0,47.5,142.13,1963.37,81.2,70.4,6,Yes,0,,0,0.0,Small Business,19400.0,9.9,Yes,1
SHG21161,Tamil Nadu,Mixed SHG,11,31,37.6,78.6,26.57,749.68,74.9,89.5,23,Yes,3,74.0,0,236.76,Agriculture,16800.0,8.4,Yes,0
SHG21162,Andhra Pradesh,Women SHG,11,29,54.8,77.0,323.74,6888.87,88.4,62.8,18,No,1,69.0,0,23746.04,Emergency/Consumption,82900.0,3.1,Yes,1
SHG21163,Karnataka,Women SHG,11,36,30.7,60.1,70.28,1491.0,77.8,56.1,31,Yes,1,86.2,0,30808.84,Emergency/Consumption,42300.0,8.0,No,0
SHG21164,Telangana,Women SHG,15,46,32.4,57.3,61.37,2609.96,75.7,78.0,27,Yes,1,89.2,1,44366.18,Livestock,30800.0,10.0,No,1
SHG21165,Odisha,Women SHG,12,37,38.1,54.9,118.73,3865.66,68.9,74.6,23,Yes,3,76.0,0,25199.11,Livestock,8300.0,10.0,No,1
SHG21166,Tamil Nadu,Women SHG,12,40,31.5,63.9,196.66,6815.67,55.1,76.8,27,Yes,1,60.5,0,9493.4,Small Business,7300.0,8.9,Yes,1
SHG21167,West Bengal,Women SHG,10,23,30.4,49.4,83.76,1207.74,60.1,90.9,19,No,1,63.2,0,25107.97,Small Business,33300.0,6.9,Yes,1
SHG21168,Telangana,Women SHG,15,27,39.6,73.7,30.14,722.76,83.2,74.3,15,Yes,1,87.1,1,22282.34,Agriculture,41900.0,6.5,Yes,1
SHG21169,Uttar Pradesh,Women SHG,11,57,23.0,67.9,38.53,1393.21,92.4,64.5,49,Yes,0,,0,0.0,Agriculture,25200.0,6.8,Yes,1
SHG21170,Bihar,Women SHG,11,91,35.3,68.9,221.48,16337.88,75.0,58.1,72,Yes,0,,0,0.0,Small Business,25400.0,6.6,Yes,1
SHG21171,Tamil Nadu,Mixed SHG,15,21,39.8,62.2,134.0,3164.23,74.8,67.3,14,Yes,2,88.0,0,9827.37,Agriculture,35900.0,8.4,No,0
SHG21172,Odisha,Farmer Producer Group,18,25,40.0,23.7,90.18,3293.79,86.6,61.1,13,Yes,0,,0,0.0,Livestock,29300.0,8.0,Yes,1
SHG21173,Kerala,Mixed SHG,15,26,41.8,51.5,182.56,5666.3,88.2,85.3,15,Yes,1,81.6,0,19177.83,Emergency/Consumption,30500.0,8.2,Yes,1
SHG21174,Andhra Pradesh,Women SHG,9,47,30.0,68.1,87.07,2077.9,41.3,53.5,35,Yes,0,,0,0.0,Emergency/Consumption,21900.0,6.1,Yes,0
SHG21175,Tamil Nadu,Mixed SHG,8,77,42.8,66.6,45.14,1889.51,65.9,87.8,53,Yes,1,49.9,0,9027.54,Home Improvement,61900.0,6.9,No,1
SHG21176,Tamil Nadu,Women SHG,14,24,37.9,50.2,287.09,4936.32,71.6,86.0,15,Yes,1,98.4,0,29132.78,Livestock,16300.0,6.2,No,1
SHG21177,Telangana,Women SHG,12,17,36.2,53.6,62.47,787.43,65.2,41.6,12,Yes,1,58.9,1,3356.61,Emergency/Consumption,17000.0,7.8,No,0
SHG21178,Maharashtra,Women SHG,15,51,36.6,42.0,109.88,5383.14,74.1,71.3,42,Yes,1,55.8,0,25205.42,Agriculture,21400.0,8.6,Yes,1
SHG21179,Telangana,Women SHG,8,10,44.7,87.3,70.61,320.4,70.8,83.9,7,Yes,1,93.1,0,11980.5,Agriculture,69600.0,7.4,No,0
SHG21180,Telangana,Women SHG,11,42,40.6,44.2,108.59,3747.93,68.7,89.6,37,Yes,2,91.9,0,15122.46,Education,40400.0,6.5,Yes,1
SHG21181,Kerala,Women SHG,13,7,41.7,68.4,242.31,1552.67,78.6,91.6,5,Yes,0,,0,0.0,Emergency/Consumption,59900.0,10.0,Yes,1
SHG21182,Bihar,Mixed SHG,11,27,32.3,56.8,112.95,1733.15,86.8,79.5,14,Yes,0,,0,0.0,Livestock,5000.0,6.0,Yes,1
SHG21183,Karnataka,Women SHG,15,23,37.3,74.7,102.52,2261.46,33.4,78.0,13,Yes,1,76.1,0,3338.27,Agriculture,16900.0,8.6,No,0
SHG21184,Telangana,Women SHG,16,25,39.5,26.7,169.27,3769.28,83.4,72.3,22,Yes,3,40.2,1,10905.34,Education,20600.0,5.5,No,1
SHG21185,Tamil Nadu,Women SHG,11,42,33.6,74.3,124.31,4395.75,93.2,59.1,30,Yes,1,82.9,2,5735.08,Agriculture,32300.0,5.9,Yes,0
SHG21186,Telangana,Women SHG,10,56,29.8,72.7,151.73,4595.4,70.4,55.6,50,Yes,1,95.8,0,4872.2,Agriculture,16600.0,6.1,Yes,1
SHG21187,Tamil Nadu,Mixed SHG,13,14,50.0,89.2,94.36,1363.84,65.2,78.7,8,Yes,0,,0,0.0,Livestock,69900.0,7.9,No,1
SHG21188,Tamil Nadu,Women SHG,13,7,40.0,60.8,20.0,125.09,65.1,65.3,6,Yes,1,70.7,0,21957.77,Education,37000.0,4.9,Yes,1
SHG21189,Andhra Pradesh,Women SHG,12,6,28.2,76.9,66.03,351.14,94.4,57.5,4,Yes,0,,0,0.0,Livestock,21000.0,7.9,Yes,1
SHG21190,Bihar,Women SHG,14,76,30.0,67.8,145.2,10727.03,62.2,55.7,60,Yes,3,72.0,0,1591.87,Agriculture,16500.0,8.7,Yes,1
SHG21191,West Bengal,Women SHG,10,47,37.1,76.4,62.58,2184.34,46.3,88.1,26,Yes,4,57.1,0,19253.83,Agriculture,53700.0,8.2,Yes,1
SHG21192,Tamil Nadu,Farmer Producer Group,14,27,40.9,78.9,23.03,673.48,91.1,92.9,25,Yes,2,93.2,1,9596.66,Livestock,84900.0,7.0,Yes,1
SHG21193,Andhra Pradesh,Mixed SHG,16,25,38.3,48.7,147.49,4834.16,72.0,87.5,18,Yes,1,92.5,1,4786.73,Livestock,8800.0,10.0,No,1
SHG21194,Andhra Pradesh,Women SHG,15,10,40.9,43.6,107.83,923.47,60.3,41.8,6,Yes,4,84.8,0,8555.83,Emergency/Consumption,62500.0,7.8,No,0
SHG21195,Tamil Nadu,Farmer Producer Group,15,55,34.7,61.9,33.03,1878.41,77.7,91.6,48,Yes,3,73.9,0,48555.22,Livestock,35500.0,5.4,Yes,1
SHG21196,Andhra Pradesh,Women SHG,14,31,48.7,74.4,163.02,5853.74,69.4,63.1,28,Yes,2,54.8,0,7765.92,Small Business,22700.0,6.8,Yes,1
SHG21197,Tamil Nadu,Women SHG,11,30,30.1,94.6,73.18,1592.21,30.4,85.9,16,Yes,1,72.7,1,31453.87,Small Business,44600.0,5.2,Yes,1
SHG21198,Odisha,Women SHG,12,112,40.4,74.4,103.13,6943.14,81.2,76.4,85,Yes,1,77.8,0,920.58,Small Business,5300.0,6.9,Yes,1
SHG21199,Odisha,Women SHG,17,23,48.8,54.0,34.93,1065.89,53.8,74.8,17,Yes,0,,0,0.0,Agriculture,23000.0,10.0,Yes,0
SHG21200,Maharashtra,Mixed SHG,12,23,41.7,67.3,208.28,3977.94,89.6,65.0,20,Yes,1,70.4,1,9486.32,Home Improvement,38200.0,4.7,No,0
SHG21201,Uttar Pradesh,Women SHG,8,61,44.2,63.1,82.83,2235.61,89.3,98.0,39,Yes,1,79.6,0,10824.11,Small Business,46400.0,6.9,No,1
SHG21202,Karnataka,Women SHG,11,10,31.1,58.1,61.44,538.26,54.2,79.9,9,Yes,3,76.1,0,20661.53,Agriculture,90100.0,7.7,No,1
SHG21203,Tamil Nadu,Mixed SHG,14,67,45.1,88.4,39.04,2597.68,84.2,88.2,45,Yes,1,94.3,0,28854.54,Small Business,34700.0,7.0,Yes,1
SHG21204,Karnataka,Women SHG,12,9,40.6,57.1,47.21,318.41,79.7,68.0,7,Yes,4,95.6,1,9220.91,Small Business,47300.0,6.8,No,1
SHG21205,Telangana,Mixed SHG,18,30,38.9,64.7,20.0,898.37,92.2,71.5,27,Yes,1,81.2,1,1797.59,Emergency/Consumption,68400.0,5.7,Yes,1
SHG21206,Bihar,Women SHG,13,39,41.5,49.7,87.65,3380.1,74.1,62.3,32,Yes,3,65.5,0,15442.08,Home Improvement,46400.0,5.2,Yes,1
SHG21207,Bihar,Mixed SHG,10,14,42.3,62.2,100.57,903.6,79.4,89.7,9,Yes,0,,0,0.0,Education,28700.0,7.0,Yes,1
SHG21208,Karnataka,Women SHG,11,75,37.3,100.0,146.02,8941.29,88.8,73.8,40,Yes,4,60.7,0,30511.59,Emergency/Consumption,48600.0,10.0,Yes,1
SHG21209,Karnataka,Women SHG,13,6,46.8,87.5,249.39,1119.52,98.3,77.7,3,Yes,1,79.0,0,22676.68,Agriculture,42900.0,4.9,Yes,1
SHG21210,Tamil Nadu,Women SHG,13,25,37.7,59.9,77.11,1899.71,62.1,87.2,14,Yes,3,79.1,1,11410.73,Home Improvement,62200.0,6.0,Yes,1
SHG21211,Telangana,Women SHG,8,12,33.1,48.3,159.64,1196.16,71.1,64.9,10,Yes,1,49.1,0,16466.31,Agriculture,12400.0,7.3,Yes,0
